   100      51.4833      48.8686      54.0128
   100      52.9167      52.8934      55.0888
   100      51.5604      51.4268      50.1593
   100      49.4558      51.5149      49.0166
   100      49.8615      50.1993      46.7038
   100      53.6345      52.2414      49.2623
   100      47.8990      51.3192      49.4790
   100      52.1283      49.6891      51.2927
   100      50.1619      50.2381      48.3551
   100      50.0998      51.5260      56.2141
   100      50.8093      49.2622      50.0081
   100      50.2553      51.2211      47.5531
   100      47.8528      49.3974      44.3068
   100      47.2857      52.5095      46.8695
   100      51.9930      46.4688      52.4371
   100      51.4119      50.0080      50.4711
   100      51.5755      49.4797      45.7905
   100      44.1195      52.6775      51.2193
   100      52.8876      49.2056      45.2934
   100      51.5799      52.5114      48.5660
   100      48.1967      51.3390      51.0548
   100      52.3095      49.5931      46.3982
   100      58.1425      45.4295      51.2017
   100      51.8106      52.7447      45.4272
   100      42.9084      50.9018      50.4044
   100      53.0453      58.7331      50.6887
   100      54.8627      54.0861      45.7943
   100      50.9902      52.1281      43.4237
   100      52.6637      49.2797      49.3097
   100      51.1244      52.6924      52.8188
   100      48.5853      51.3961      48.3207
   100      51.2969      49.7826      41.5797
   100      49.0996      54.3337      50.9159
   100      48.4571      51.5695      49.7319
   100      49.6051      52.8323      52.9394
   100      45.7926      50.6322      46.9667
   100      50.7443      53.5430      50.1365
   100      49.5477      48.4836      48.6728
   100      52.5679      49.6851      49.2777
   100      52.0010      45.8365      49.1713
   100      53.5910      42.6511      46.2758
   100      49.8707      52.3620      52.0163
   100      47.7974      51.7104      49.4625
   100      51.1094      53.4356      44.3755
   100      51.8827      50.4196      49.6929
   100      50.2923      50.6287      52.0171
   100      50.7473      46.2270      52.5600
   100      51.6352      51.0997      44.0346
   100      52.2843      47.1977      51.3824
   100      51.0237      47.7027      53.5352
   100      51.1099      50.1072      46.9520
   100      50.1725      53.6463      48.4035
   100      47.7194      52.7994      50.7767
   100      48.5263      52.1216      47.3425
   100      49.6291      47.5773      49.1472
   100      48.8746      47.1759      45.8501
